name,price,category_id,image
DigiCorp Ultimate Scanner 5409,2782.12,1,
InnovateTech Deluxe Laptop 5572,2082.73,1,
TechPro Basic Keyboard 6295,2639.21,1,
SmartTech Pro Adapter 7043,3140.72,1,
SmartTech Heavy-Duty Monitor 6338,1148.3,1,
GadgetHub Wireless Switch 1274,3300.01,1,
MegaTech Wireless Adapter 4424,595.95,1,
DigitalWave Portable Console 1190,3226.44,1,
DigitalWave Basic Headphones 9509,78.44,1,
DigiCorp Premium Mouse 7967,2111.46,1,
ProElectronics Ultimate Router 4512,4543.5,1,
SmartTech Classic Console 7803,3273.8,1,
UltraGadget Basic Webcam 3352,2011.98,1,
InnovateTech Elite Phone 3815,579.35,1,
TechPro Wireless Laptop 8968,762.24,1,
TechVision Portable Laptop 3585,1057.47,1,
ProElectronics Superior Printer 9236,4030.68,1,
UltraGadget Enhanced Console 7540,3516.68,1,
SmartTech Basic Printer 9856,166.42,1,
ElectroMax Wireless Router 6764,2709.24,1,
GadgetHub Wireless Webcam 6392,360.38,1,
TechVision Wireless Monitor 3430,4741.02,1,
MegaTech Industrial Laptop 6942,1663.63,1,
ProElectronics Deluxe Speaker 8172,3237.26,1,
DigiCorp Enhanced Keyboard 8808,4842.51,1,
GadgetHub Industrial Charger 4440,2063.5,1,
UltraGadget Digital Printer 4658,3122.33,1,
TechPro Modern Controller 9493,4371.91,1,
DigiCorp Elite Mouse 5515,1965.27,1,
MegaTech Elite Tablet 6647,495.56,1,
SmartTech Pro Keyboard 4808,1078.97,1,
ElectroMax Compact Speaker 7933,4146.69,1,
DigitalWave Premium Phone 2175,4050.41,1,
DigiCorp Wireless Mouse 6418,2494.84,1,
DigiCorp Premium Camera 8271,10.21,1,
MegaTech Portable Console 2602,1252.72,1,
GadgetHub Superior Printer 6483,3245.01,1,
ProElectronics Standard Camera 6861,2886.34,1,
TechPro Industrial Phone 8806,1958.98,1,
MegaTech Enhanced Router 4596,355.71,1,
SmartTech Professional Charger 5647,3759.43,1,
SmartTech Deluxe Microphone 2571,1540.5,1,
InnovateTech Pro Camera 4661,4497.11,1,
MegaTech Compact Microphone 5918,3902.48,1,
SmartTech Heavy-Duty Camera 6191,2673.63,1,
TechPro Deluxe Camera 2022,2747.41,1,
GadgetHub Industrial Camera 2915,1393.27,1,
SmartTech Elite Adapter 5632,4424.75,1,
TechVision Standard Charger 5171,1773.6,1,
ProElectronics Modern Charger 5903,4772.5,1,
ProElectronics Compact Switch 5489,1429.35,1,
TechVision Enhanced Charger 8661,4120.09,1,
InnovateTech Commercial Keyboard 8765,2171.79,1,
ElectroMax Premium Cable 9760,1294.94,1,
ProElectronics Industrial Console 7354,2090.35,1,
DigitalWave Elite Controller 7247,2576.6,1,
UltraGadget Commercial Webcam 5088,1394.61,1,
ElectroMax Commercial Speaker 1529,1338.29,1,
SmartTech Industrial Keyboard 8219,1774.14,1,
TechVision Superior Console 1904,24.35,1,
TechVision Industrial Controller 4587,2605.3,1,
MegaTech Elite Cable 9381,157.65,1,
TechPro Advanced Switch 7299,4023.91,1,
DigitalWave Portable Controller 8614,3225.88,1,
GadgetHub Classic Scanner 5742,4309.33,1,
DigitalWave Ultimate Charger 1221,4440.31,1,
TechPro Standard Phone 6366,771.81,1,
TechPro Compact Phone 9396,4620.11,1,
SmartTech Digital Webcam 3825,1569.12,1,
UltraGadget Professional Headphones 1225,626.22,1,
ElectroMax Premium Monitor 3016,2145.42,1,
InnovateTech Smart Mouse 1412,2928.82,1,
ProElectronics Superior Laptop 5026,723.24,1,
ElectroMax Deluxe Camera 5724,1922.96,1,
UltraGadget Standard Speaker 2284,1714.6,1,
SmartTech Industrial Printer 3525,4186.95,1,
DigitalWave Heavy-Duty Webcam 1741,4987.61,1,
UltraGadget Digital Switch 4935,274.48,1,
ElectroMax Industrial Mouse 9047,581.54,1,
ElectroMax Superior Router 5326,3079.8,1,
SmartTech Enhanced Cable 2199,650.99,1,
ElectroMax Basic Printer 2673,227.64,1,
TechPro Deluxe Console 9479,4461.22,1,
ProElectronics Classic Microphone 8014,4731.89,1,
DigitalWave Compact Console 4753,2022.98,1,
GadgetHub Enhanced Keyboard 2593,896.29,1,
ElectroMax Smart Printer 9002,3941.69,1,
SmartTech Compact Router 8731,1455.77,1,
InnovateTech Advanced Cable 8696,3869.72,1,
ProElectronics Elite Cable 7157,1367.2,1,
MegaTech Digital Microphone 9945,2108.69,1,
ElectroMax Wireless Controller 5183,4621.27,1,
SmartTech Commercial Mouse 2013,524.8,1,
UltraGadget Standard Phone 8216,2953.09,1,
InnovateTech Standard Charger 2202,2665.68,1,
ProElectronics Superior Printer 6243,364.97,1,
DigiCorp Elite Tablet 4797,3566.45,1,
DigiCorp Standard Adapter 1756,4430.91,1,
GadgetHub Basic Monitor 9768,78.99,1,
InnovateTech Deluxe Adapter 7292,442,1,
GadgetHub Digital Webcam 5066,2748.5,1,
ProElectronics Heavy-Duty Switch 2195,2837.26,1,
DigitalWave Superior Scanner 7973,2380.19,1,
DigitalWave Heavy-Duty Switch 9021,2270.67,1,
DigitalWave Standard Keyboard 7431,4387.28,1,
InnovateTech Premium Scanner 6824,3475.28,1,
TechVision Ultimate Phone 6930,3450.28,1,
TechPro Elite Controller 7903,3643.5,1,
InnovateTech Enhanced Switch 7598,41.83,1,
InnovateTech Industrial Switch 8408,2208.06,1,
MegaTech Digital Cable 4538,927.75,1,
GadgetHub Elite Router 6122,564.81,1,
TechVision Commercial Headphones 8957,4333.58,1,
InnovateTech Industrial Monitor 5732,2253.53,1,
DigiCorp Superior Webcam 7111,4646.63,1,
ElectroMax Advanced Phone 7477,1789.03,1,
GadgetHub Smart Keyboard 9355,4250.55,1,
ElectroMax Portable Speaker 8042,3289.58,1,
TechPro Elite Keyboard 9496,1241.42,1,
ElectroMax Classic Microphone 3173,2511.91,1,
SmartTech Classic Mouse 1182,2937.52,1,
ElectroMax Compact Charger 4084,4954.44,1,
ProElectronics Premium Monitor 3584,2142.69,1,
InnovateTech Wireless Printer 5485,149.77,1,
GadgetHub Wireless Switch 9310,1492.05,1,
SmartTech Digital Controller 5612,2229.45,1,
DigitalWave Wireless Speaker 7042,587.29,1,
TechPro Industrial Router 6109,4194.98,1,
ProElectronics Advanced Phone 6492,940.67,1,
TechPro Smart Charger 3793,211.13,1,
DigiCorp Superior Printer 6677,3411.78,1,
UltraGadget Industrial Headphones 3125,935.5,1,
TechVision Deluxe Webcam 7133,2869.71,1,
DigitalWave Classic Headphones 7557,2134.47,1,
UltraGadget Professional Camera 9899,2135.14,1,
GadgetHub Compact Console 7933,1828.6,1,
TechPro Premium Charger 2996,4226.86,1,
InnovateTech Compact Adapter 8434,4913.91,1,
InnovateTech Pro Switch 9712,4223.04,1,
SmartTech Classic Headphones 9747,886.96,1,
ProElectronics Heavy-Duty Keyboard 3953,4152.59,1,
MegaTech Superior Camera 6693,1812.92,1,
DigitalWave Heavy-Duty Cable 2962,2682.04,1,
UltraGadget Heavy-Duty Router 3085,4971.35,1,
GadgetHub Standard Microphone 3035,1661.18,1,
DigiCorp Wireless Webcam 9791,4144.29,1,
TechVision Standard Console 1938,2153.34,1,
MegaTech Advanced Mouse 3581,1451.52,1,
DigiCorp Portable Adapter 6051,2844.3,1,
TechVision Deluxe Cable 8311,1278.59,1,
MegaTech Industrial Controller 6363,392.3,1,
DigiCorp Pro Speaker 5942,3511.55,1,
InnovateTech Ultimate Phone 7828,4554.47,1,
TechPro Superior Mouse 3275,342.95,1,
DigiCorp Industrial Router 6440,1134,1,
DigitalWave Smart Laptop 8268,464.87,1,
DigiCorp Industrial Monitor 5781,1674.58,1,
DigiCorp Classic Microphone 9641,73.21,1,
GadgetHub Premium Laptop 1921,3533.24,1,
ElectroMax Deluxe Router 7632,2426.73,1,
DigitalWave Compact Speaker 3565,509.44,1,
ElectroMax Compact Laptop 3372,2050.9,1,
TechVision Heavy-Duty Laptop 7959,706.81,1,
DigitalWave Enhanced Monitor 9627,4403.03,1,
MegaTech Advanced Monitor 8049,3777.23,1,
TechPro Compact Speaker 8101,4001.13,1,
DigitalWave Compact Switch 6321,327.15,1,
DigiCorp Portable Router 9941,1906.94,1,
UltraGadget Elite Webcam 1691,3792.24,1,
DigiCorp Classic Printer 5007,4145.78,1,
SmartTech Pro Printer 5694,1383.87,1,
GadgetHub Modern Microphone 6576,4774.62,1,
GadgetHub Digital Printer 8457,2230.89,1,
TechVision Standard Camera 3089,3816.91,1,
TechPro Advanced Console 1817,1481.16,1,
SmartTech Commercial Keyboard 9467,3495.37,1,
TechPro Heavy-Duty Router 7956,3336.13,1,
DigitalWave Compact Router 9567,4011.3,1,
InnovateTech Basic Adapter 9070,4005.14,1,
ElectroMax Advanced Charger 3902,4647,1,
SmartTech Portable Headphones 1984,28.09,1,
TechPro Ultimate Webcam 9527,3570.61,1,
TechPro Advanced Controller 4536,107.19,1,
ProElectronics Industrial Charger 4688,49.27,1,
ElectroMax Standard Speaker 4716,4295.85,1,
TechVision Digital Camera 7708,2267.49,1,
TechPro Digital Monitor 5177,283.98,1,
GadgetHub Heavy-Duty Laptop 7543,4181.01,1,
SmartTech Professional Monitor 4616,3832.11,1,
UltraGadget Elite Webcam 6534,1287.67,1,
SmartTech Elite Webcam 2784,943.38,1,
InnovateTech Standard Monitor 1625,921.06,1,
GadgetHub Modern Console 2917,2538.26,1,
TechPro Advanced Monitor 1150,2853.41,1,
UltraGadget Compact Printer 2667,185.15,1,
DigiCorp Industrial Keyboard 1023,1739.51,1,
GadgetHub Standard Printer 9815,4023.39,1,
ElectroMax Enhanced Mouse 1567,3444.17,1,
InnovateTech Enhanced Mouse 6225,2153.46,1,
InnovateTech Classic Speaker 2320,2830.92,1,
InnovateTech Digital Scanner 9781,3480.75,1,
ProElectronics Deluxe Laptop 9235,4855.27,1,
TechPro Premium Microphone 8174,1084.31,1,
DigiCorp Deluxe Printer 5018,2616.85,1,
GadgetHub Basic Speaker 5563,4094.58,1,
TechVision Premium Controller 4641,2203.47,1,
DigitalWave Deluxe Laptop 5766,4813.27,1,
TechPro Professional Headphones 6801,960.48,1,
SmartTech Portable Cable 8963,2705.7,1,
TechPro Pro Switch 1268,3140.53,1,
UltraGadget Deluxe Adapter 7290,1435.48,1,
DigiCorp Compact Router 9939,408.84,1,
InnovateTech Premium Mouse 1941,3937.02,1,
GadgetHub Heavy-Duty Microphone 5679,1663.41,1,
InnovateTech Professional Headphones 7053,342.38,1,
InnovateTech Modern Tablet 6509,3952.37,1,
ElectroMax Industrial Phone 8975,725.97,1,
DigitalWave Digital Printer 8640,1056.8,1,
TechPro Heavy-Duty Laptop 9048,2649.36,1,
MegaTech Heavy-Duty Router 1188,78.87,1,
GadgetHub Superior Camera 1685,3245.61,1,
ElectroMax Compact Speaker 6281,4900.54,1,
SmartTech Elite Adapter 5685,3897.72,1,
MegaTech Elite Keyboard 5708,3887.5,1,
TechPro Premium Speaker 3639,2898.8,1,
InnovateTech Portable Router 7417,2647.94,1,
DigitalWave Basic Mouse 5688,519.05,1,
GadgetHub Heavy-Duty Controller 8294,2601.17,1,
SmartTech Digital Charger 1069,2949.24,1,
MegaTech Basic Switch 2229,125.53,1,
ElectroMax Pro Adapter 5285,2211.87,1,
TechPro Compact Scanner 5178,3025.47,1,
ProElectronics Enhanced Camera 2130,269.97,1,
UltraGadget Commercial Headphones 9995,802.49,1,
MegaTech Advanced Switch 8996,2239.35,1,
DigiCorp Standard Laptop 5570,971.73,1,
InnovateTech Portable Speaker 7226,3727.09,1,
DigitalWave Compact Adapter 1839,949.14,1,
DigiCorp Smart Console 5190,2566.28,1,
GadgetHub Wireless Printer 1228,4600.84,1,
UltraGadget Industrial Tablet 1613,4200.56,1,
UltraGadget Professional Cable 2926,3380.34,1,
DigiCorp Classic Adapter 6669,4005.11,1,
DigitalWave Heavy-Duty Tablet 8375,1486,1,
MegaTech Standard Keyboard 8960,1537.44,1,
InnovateTech Basic Headphones 4710,734.95,1,
UltraGadget Deluxe Microphone 9634,366.11,1,
TechPro Superior Phone 6019,2445.81,1,
DigitalWave Basic Phone 2953,4454.09,1,
MegaTech Modern Mouse 8894,3071.36,1,
SmartTech Basic Keyboard 9752,4290.41,1,
DigitalWave Basic Charger 2675,695.77,1,
ElectroMax Classic Webcam 3230,1048.03,1,
InnovateTech Superior Webcam 2538,1368.54,1,
TechPro Heavy-Duty Console 5555,3630.87,1,
TechPro Digital Controller 8189,3576.14,1,
MegaTech Classic Controller 3668,4471.38,1,
ProElectronics Smart Charger 9845,4782.38,1,
ProElectronics Pro Phone 1435,3235.39,1,
DigitalWave Heavy-Duty Switch 5706,3225.62,1,
DigiCorp Professional Scanner 7948,4736.47,1,
SmartTech Professional Controller 7804,3469.79,1,
InnovateTech Elite Camera 2938,3262.52,1,
ElectroMax Classic Monitor 1006,482.94,1,
DigitalWave Standard Monitor 9560,1764.19,1,
SmartTech Wireless Console 5937,3100.66,1,
DigiCorp Classic Mouse 6710,1660.96,1,
UltraGadget Compact Scanner 9405,2307.53,1,
SmartTech Basic Phone 2008,4149.43,1,
DigiCorp Smart Microphone 4734,4437.34,1,
GadgetHub Commercial Monitor 2739,1569.53,1,
DigitalWave Classic Printer 4419,468.6,1,
TechPro Modern Microphone 7488,3918.23,1,
GadgetHub Digital Router 6605,4891.88,1,
TechVision Elite Cable 7841,3100.27,1,
GadgetHub Heavy-Duty Webcam 5686,959.07,1,
TechPro Basic Printer 7874,4668.2,1,
TechVision Deluxe Printer 5109,1982.03,1,
MegaTech Modern Speaker 3370,2112.94,1,
UltraGadget Commercial Camera 7701,4137.04,1,
MegaTech Wireless Camera 2483,1733.32,1,
TechPro Standard Adapter 2769,3334.48,1,
MegaTech Superior Router 6656,4947.34,1,
GadgetHub Digital Laptop 3127,4352.6,1,
DigitalWave Enhanced Phone 9474,2040.08,1,
TechPro Commercial Adapter 8343,2293.08,1,
DigiCorp Ultimate Adapter 7888,3495.45,1,
ProElectronics Commercial Cable 7349,1615.7,1,
InnovateTech Standard Tablet 8367,4496.05,1,
TechPro Industrial Webcam 3253,441.33,1,
GadgetHub Wireless Scanner 9250,4795.34,1,
MegaTech Digital Printer 1089,4513.55,1,
TechPro Premium Mouse 3597,1162.25,1,
MegaTech Ultimate Headphones 9793,2839.24,1,
ElectroMax Professional Microphone 5336,1169.44,1,
MegaTech Premium Camera 3466,1383.49,1,
MegaTech Premium Tablet 7284,2867.98,1,
SmartTech Ultimate Webcam 5674,4911.65,1,
SmartTech Pro Headphones 9894,35.64,1,
TechVision Professional Microphone 3389,3554.21,1,
MegaTech Enhanced Phone 2014,3891.24,1,
UltraGadget Enhanced Microphone 6012,2274.55,1,
MegaTech Premium Mouse 1674,3660.54,1,
ElectroMax Smart Camera 6287,24.78,1,
TechVision Industrial Keyboard 8794,4888.12,1,
TechPro Portable Keyboard 8043,4339.35,1,
TechVision Premium Microphone 3549,880.98,1,
ElectroMax Ultimate Controller 7152,1720.72,1,
DigitalWave Professional Adapter 6627,2588.86,1,
InnovateTech Superior Speaker 2047,1598.8,1,
SmartTech Deluxe Phone 2639,3748.07,1,
InnovateTech Smart Adapter 6499,4780.54,1,
DigiCorp Superior Tablet 8244,604.18,1,
ProElectronics Industrial Headphones 3991,3951.14,1,
MegaTech Heavy-Duty Router 8644,2335.51,1,
GadgetHub Portable Laptop 1113,3488.49,1,
GadgetHub Elite Speaker 5151,1065.89,1,
TechVision Enhanced Camera 8762,3510.42,1,
DigitalWave Basic Switch 6579,4444.66,1,
MegaTech Enhanced Keyboard 5741,386.53,1,
GadgetHub Deluxe Cable 9360,1885.36,1,
DigitalWave Pro Controller 4324,426.09,1,
ProElectronics Basic Charger 7608,1422.64,1,
MegaTech Basic Adapter 1847,2687.46,1,
InnovateTech Elite Microphone 8333,527.87,1,
TechVision Advanced Laptop 1981,1599.67,1,
ProElectronics Modern Router 2125,1457.18,1,
DigitalWave Heavy-Duty Tablet 2180,3169.77,1,
DigiCorp Premium Laptop 8641,4600.66,1,
MegaTech Professional Adapter 3539,2620.05,1,
DigiCorp Industrial Camera 5260,1302.17,1,
ProElectronics Superior Phone 9222,1514,1,
SmartTech Modern Router 6135,4856.33,1,
MegaTech Compact Keyboard 7889,658.12,1,
GadgetHub Portable Laptop 8803,1149.68,1,
GadgetHub Wireless Headphones 5929,2777.17,1,
MegaTech Modern Printer 1309,4427.62,1,
UltraGadget Wireless Phone 5627,1757.55,1,
SmartTech Commercial Laptop 9546,1508.7,1,
UltraGadget Industrial Mouse 2206,4304.03,1,
DigiCorp Industrial Charger 1045,3738.39,1,
UltraGadget Ultimate Microphone 2918,317.74,1,
InnovateTech Premium Phone 4270,12.2,1,
DigiCorp Pro Router 6069,1003.89,1,
ElectroMax Industrial Router 7847,961.73,1,
ProElectronics Industrial Speaker 4642,2501.33,1,
SmartTech Wireless Camera 9787,4616.13,1,
UltraGadget Commercial Router 7808,3585.4,1,
ElectroMax Enhanced Speaker 7612,226.95,1,
DigiCorp Elite Laptop 8779,1036.35,1,
MegaTech Pro Scanner 5768,1115.55,1,
UltraGadget Professional Console 5910,3053.26,1,
DigitalWave Standard Webcam 4356,1799.72,1,
SmartTech Basic Cable 4541,1327.41,1,
ProElectronics Professional Laptop 9107,3887.44,1,
TechVision Ultimate Microphone 6048,4682.99,1,
GadgetHub Industrial Speaker 1522,4048.42,1,
TechVision Standard Headphones 7019,3752.66,1,
SmartTech Ultimate Monitor 1956,3440.42,1,
SmartTech Pro Webcam 4272,2963.89,1,
ProElectronics Standard Router 3747,3866.2,1,
UltraGadget Heavy-Duty Adapter 1717,3502.54,1,
TechVision Deluxe Controller 2822,2407.64,1,
ProElectronics Premium Adapter 9302,2338.93,1,
MegaTech Professional Adapter 8062,1697.13,1,
DigitalWave Standard Tablet 1493,3362.54,1,
TechVision Standard Camera 8819,2290.29,1,
ProElectronics Classic Adapter 5022,3461.45,1,
TechVision Wireless Charger 3442,995.89,1,
ElectroMax Modern Camera 1116,2201.54,1,
UltraGadget Advanced Phone 7481,2786.78,1,
DigitalWave Deluxe Webcam 8260,4012.11,1,
TechPro Premium Charger 1049,1640.24,1,
SmartTech Premium Charger 1354,1720.03,1,
MegaTech Elite Cable 4949,2468.55,1,
ProElectronics Industrial Controller 9550,2626.75,1,
UltraGadget Deluxe Webcam 6596,2078.85,1,
TechPro Wireless Scanner 6961,1175.4,1,
DigitalWave Premium Phone 7574,1642.72,1,
ProElectronics Elite Tablet 1980,4824.2,1,
TechPro Wireless Console 6102,3396.98,1,
DigitalWave Smart Scanner 4045,1040.81,1,
TechPro Digital Console 7584,4886.14,1,
ElectroMax Modern Scanner 3075,1725.31,1,
DigiCorp Enhanced Speaker 2044,4243.37,1,
InnovateTech Modern Router 7371,2512.59,1,
InnovateTech Portable Camera 2810,753.64,1,
SmartTech Portable Mouse 3302,2685.08,1,
DigitalWave Portable Console 1494,795.82,1,
TechPro Wireless Controller 3561,2346.74,1,
InnovateTech Portable Phone 7022,480.48,1,
DigitalWave Enhanced Printer 3848,4646.42,1,
TechPro Premium Adapter 6409,318.99,1,
MegaTech Ultimate Controller 2082,1712.38,1,
TechPro Advanced Microphone 4739,3516.35,1,
GadgetHub Advanced Webcam 8188,1365.43,1,
DigitalWave Portable Adapter 3535,399.16,1,
InnovateTech Basic Speaker 2123,4938.97,1,
TechVision Modern Cable 7749,170.69,1,
DigitalWave Heavy-Duty Charger 6545,3815.34,1,
TechVision Modern Controller 3807,4661.02,1,
SmartTech Commercial Laptop 5382,3551.05,1,
UltraGadget Compact Mouse 6061,3991.82,1,
SmartTech Standard Charger 4691,3882.72,1,
GadgetHub Wireless Tablet 2439,2120.32,1,
TechPro Premium Keyboard 3202,2311.28,1,
DigitalWave Portable Monitor 7340,2284.59,1,
GadgetHub Wireless Microphone 2033,614.87,1,
TechPro Classic Scanner 9883,3466.63,1,
DigiCorp Classic Charger 8747,2572.64,1,
DigiCorp Basic Controller 2316,932.55,1,
TechVision Ultimate Cable 4233,997.02,1,
ProElectronics Advanced Charger 7848,3763,1,
DigiCorp Wireless Microphone 4963,1208.54,1,
TechVision Commercial Switch 4310,2863.59,1,
ProElectronics Premium Cable 2416,2796.24,1,
DigiCorp Digital Controller 5841,1668.28,1,
ElectroMax Basic Camera 7777,803.56,1,
SmartTech Advanced Camera 3006,4787.27,1,
DigitalWave Portable Speaker 4765,883.11,1,
GadgetHub Classic Microphone 3983,68.31,1,
SmartTech Industrial Monitor 1963,3051.4,1,
UltraGadget Industrial Switch 6172,4712,1,
UltraGadget Enhanced Printer 9586,2717.31,1,
DigiCorp Portable Phone 9134,1633.44,1,
DigiCorp Classic Charger 1749,333.36,1,
UltraGadget Pro Tablet 7883,2596.71,1,
SmartTech Smart Charger 1789,1408.71,1,
InnovateTech Compact Printer 5762,367.76,1,
TechPro Modern Headphones 4793,82.15,1,
SmartTech Wireless Microphone 1603,1246.68,1,
TechVision Modern Headphones 5220,2455.77,1,
TechPro Classic Adapter 3581,3319.81,1,
SmartTech Superior Console 1619,3473.11,1,
TechPro Compact Cable 6530,37.99,1,
TechPro Industrial Router 8750,3418.92,1,
ProElectronics Ultimate Charger 6159,1615.48,1,
SmartTech Portable Monitor 5576,1759.15,1,
ProElectronics Advanced Camera 6949,1475.91,1,
SmartTech Compact Headphones 9311,4519.54,1,
UltraGadget Superior Headphones 4029,1286.85,1,
SmartTech Superior Router 5546,2698.65,1,
UltraGadget Compact Tablet 2651,3105.49,1,
MegaTech Pro Mouse 2449,3022.93,1,
TechPro Professional Cable 6961,4901.52,1,
DigitalWave Premium Speaker 8172,1113.68,1,
MegaTech Basic Microphone 7004,4756.85,1,
GadgetHub Premium Console 9000,3314.42,1,
MegaTech Commercial Switch 6181,4746.76,1,
DigiCorp Classic Speaker 5613,3975.46,1,
ProElectronics Advanced Laptop 7806,3641.65,1,
DigitalWave Modern Keyboard 1147,772.27,1,
ElectroMax Standard Adapter 6202,974.02,1,
UltraGadget Superior Router 8596,833.93,1,
SmartTech Advanced Scanner 9094,828.75,1,
TechPro Portable Adapter 8090,1422,1,
GadgetHub Standard Webcam 6197,1505.93,1,
SmartTech Commercial Microphone 3336,4440.03,1,
DigiCorp Classic Tablet 5047,2405.08,1,
UltraGadget Smart Tablet 7566,3817.95,1,
DigitalWave Deluxe Tablet 7735,3151.85,1,
TechPro Professional Adapter 5706,4431.51,1,
InnovateTech Standard Mouse 3422,1428.81,1,
ElectroMax Elite Cable 7976,4794.24,1,
DigiCorp Elite Cable 8450,3417.46,1,
TechVision Portable Microphone 8640,2459.1,1,
UltraGadget Commercial Monitor 7330,916.87,1,
DigiCorp Ultimate Charger 1058,1913.32,1,
UltraGadget Advanced Camera 3433,3187.38,1,
UltraGadget Elite Headphones 3681,1839.76,1,
